,JP_shortTitle,shortTitle,itemId,title,currentPrice,currency,country,primaryCategory.categoryId,primaryCategory.categoryName,listingType,condition,TotalCounts
23,,leica 28mm finder,333277073279,Leica 28mm Finder from Japan,207.45,USD,JP,167930,Viewfinders & Eyecups,FixedPrice,Used,
31,,leica summilux m,333185025199,Excellent++ Leica Summilux M 50mm F1.4 1st generation w/ Leica filter,2200.0,USD,JP,3323,Lenses,StoreInventory,Used,
38,,leica ltm l39,223597700479,[Exc++] Voigtlander 35-135 Leica LTM L39 Screw Mount to M Mount Adapter #7764,55.0,USD,JP,30059,"Lens Adapters, Mounts & Tubes",StoreInventory,Used,
40,,leica screw lens,303102297491,**MINT** Canon AUTO-UP 2 52cm~39cm OR 20~15cm 50mm 1.4 Leica Screw Lens #A908,69.99,USD,JP,3323,Lenses,StoreInventory,Used,
45,,leica m5 black,273899195405,[Exc+5] Leica M5 Black 35mm Rangefinder Film Camera Body 3 Lug From Japan 634,999.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
49,,leica mount japan,283557268578,【Almost Unused Boxed】 Voigtlander ULTRON 28mm f/1.9 Asph Black Leica Mount JAPAN,519.99,USD,JP,3323,Lenses,StoreInventory,Used,
50,,leica leitz cl,133121250948,Leica Leitz CL 50 Jahre 35mm Rangefinder Film Camera #22973 D3,400.0,USD,JP,15230,Film Cameras,FixedPrice,Used,
51,,leica m mount,264409688763,【NEAR MINT BOX】Leitz Minolta CL Rangefinder Camera Leica M mount From JAPAN #119,359.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
53,,leica screw mount,113824937581,【 EXC+++++ 】 CANON 50mm F1.4 W/ Metal Lens Hood L39 Leica Screw Mount From JAPAN,189.9,USD,JP,3323,Lenses,StoreInventory,Used,
57,,leica screw l39,233273595483,"CANON 135mm f/3.5 Leica Screw L39 LTM Rangefinder Lens w/Hood, Finder from JAPAN",184.8,USD,JP,3323,Lenses,StoreInventory,Used,
61,,leica l from,223579703761,Voigtlander Super Wide Heliar 15mm F4.5 Aspherical Leica L From Japan,279.0,USD,JP,3323,Lenses,FixedPrice,Used,
68,,leica v-lux 4,283550693284,"*NEAR MINT* Leica V-Lux 4 Digital Camera Black Germany W/ Hood, Strap from Japan",389.9,USD,JP,31388,Digital Cameras,StoreInventory,Used,
71,,leica leitz m,264396552732,*MINT+* MINOLTA M ROKKOR 40MM F/2 FOR LEICA LEITZ M MOUNT CL CLE FROM JAPAN,439.9,USD,JP,3323,Lenses,StoreInventory,Used,
75,,leica m mount,183898189855,RICOH GXR w/A12 Leica M mount Lens Unit EXC++ From JAPAN #799,386.0,USD,JP,31388,Digital Cameras,StoreInventory,Used,
79,,leica summicron-m 90mm,223582621194,LEICA SUMMICRON-M 90mm F2 E55 MF Lens for M Mount with Case #190707d,949.05,USD,JP,3323,Lenses,StoreInventory,Used,
86,,leica meter mr,293016619748,【NEAR MINT】 Leica Meter MR Black from Japan #0102,199.9,USD,JP,88668,Light Meters,StoreInventory,Used,
87,,leica m6 0.72,392343571513,*O.MINT IN BOX * Leica M6 0.72 silver  35mm Rangefinder Camera From Japan,2249.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
95,,leica l mount,264406888405,"""Very Rare""""Excellent+++"" Konica Hexagon 17mm F16 for Leica L Mount From Japan",299.99,USD,JP,3323,Lenses,StoreInventory,Used,
1,,leica elmar m,254302278788,【 EXC+++++ 】 Leitz Leica Elmar M 50mm 5cm f/3.5 E39 Chrome Lens from JAPAN #761,258.54,USD,JP,3323,Lenses,StoreInventory,Used,
8,,leica l) silver,372697454975,Voigtlander NOKTON 50mm F1.5 Aspherical (for Leica L) Silver -Near Mint- #278,480.0,USD,JP,3323,Lenses,FixedPrice,Used,
11,,leica m mount,183769763178,【N MINT+++】 KONICA HEXAR RF w/ 28mm f2.8 M-Rokkor Lens Leica M mount From JAPAN,1399.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
14,,leica m-mount #2911,192919451801,"""TOP MINT""Voigtlander Nokton Classic 35mm f/1.4 MC Lens for Leica M-Mount #2911",510.0,USD,JP,3323,Lenses,StoreInventory,Used,
16,,leica summaron-m 35mm,202742046878,"Leica Summaron-M 35mm f2 lens 8 Element GERMANY Goggle Ver.""Excellent++"" #2722",2395.0,USD,JP,3323,Lenses,StoreInventory,Used,
24,,【mint】leica iiif red,113779326007,【MINT】Leica IIIf Red Dial Self timer w/ ELMAR 50mm f/3.5 Red Scale Japan C589,899.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
35,,leica screw mount,123722098195,【EXC+++】Canon 50mm f1.8 MF Lens for Leica Screw Mount L39 LTM from JAPAN E81,154.99,USD,JP,3323,Lenses,StoreInventory,Used,
36,,leica m mount,202631587932,"""MINT"" MINOLTA M ROKKOR 90mm f4 Lens for CL CLE Leica M Mount from Japan 1860",259.9,USD,JP,3323,Lenses,StoreInventory,Used,
38,,leica m mount,163784703821,【NEAR MINT】 Minolta M Rokkor 40mm f/2 Leitz Leica M Mount From JAPAN #940,399.9,USD,JP,3323,Lenses,StoreInventory,Used,
39,,leica leitz from,163789071590,【MINT】 Minolta CLE 35mm Rangefinder Film Camera Leica Leitz From JAPAN #694,599.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
45,,leica screw #2685,192868499437,"""Top Mint""Voigtlander Color Skopar 50mm F2.5 for L39 LTM Leica Screw #2685",445.0,USD,JP,3323,Lenses,StoreInventory,Used,
46,,leica d-lux 5,183884067651,Leica D-Lux 5 Soft Leather Camera Case w/Box [Near Mint] from Japan #11436 [F/S],44.99,USD,JP,107894,"Cases, Bags & Covers",FixedPrice,Used,
47,,leica d-lux 5,183878686732,Leica D-LUX 5 10.1 MP Digital Camera Black Body w/Box [Exc+] from Japan #11408,428.0,USD,JP,31388,Digital Cameras,FixedPrice,Used,
50,,leica summicron-r 50mm,333266052160,Excellent- LEICA SUMMICRON-R 50mm F2 CANADA lens,380.0,USD,JP,3323,Lenses,StoreInventory,Used,
52,,leica screw mount,113823495347,【 Near Mint 】 Canon 35mm f/2 Leica Screw Mount L39 LTM Lens from Japan #425,359.9,USD,JP,3323,Lenses,StoreInventory,Used,
57,,leica ltm39 mount,293156120585,"Canon SERENAR 50mm F/1.8 Leica LTM39 Mount Lens, From Japan#6193",124.0,USD,JP,3323,Lenses,FixedPrice,Used,
60,,leica l39 #16726c1,163610047142,Konica UC-Hexanon 35mm F/2 Lens for Leica L39 #16726C1,1580.0,USD,JP,3323,Lenses,StoreInventory,Used,
74,,leica leitz summicron-r,143294386720,Leica Leitz Summicron-R 50mm F/2 E55 R-Cam Lens for Leica R #22319 H2,480.0,USD,JP,3323,Lenses,FixedPrice,Used,
80,,leica m from,264408114241,[Mint] Minolta CLE 35mm Rangefinder Film Camera Flash Glip Leica M From Japan,749.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
38,,leica 39mm screw,153578115315,Canon vintage black lens 50mm/F1.8 with Leica 39mm screw mount 257370,26.0,USD,JP,3323,Lenses,StoreInventory,Used,
45,,leica m3 single,133074752338,*Mint-* Leica M3 Single Stroke SS Late Model Film Camera Body 1962 Year JP #2257,1449.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
51,,【n mint】leica m3,183886008028,【N MINT】Leica M3 DS Rangefinder Camera Body Chrome w/ VC Meter ll From JAPAN,1399.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
55,,leica minilux zoom,273870788790,【TOP MINT In Box w/Data-back】 LEICA Minilux Zoom + CF FLASH Rangefinder JAPAN,769.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
59,,leica summicron-m 35mm,143274015193,Leica Summicron-M 35mm F/2 7-Element E39 Lens for Leica M #21466 G3,2680.0,USD,JP,3323,Lenses,FixedPrice,Used,
61,,leica screw mount,133122287754,CANON Front and rear lens Caps for 50mm F1.8 leica screw mount  #909275,9.0,USD,JP,79001,Lens Caps,StoreInventory,Used,
62,,leica screw mount,143322233944,Vintage!! Canon lens Leather Case for 85mm f1.8 leica screw mount,9.0,USD,JP,107894,"Cases, Bags & Covers",StoreInventory,Used,
64,,leica m mount,113813323819,【EXC++++】 LEITZ Minolta CL Film Rangefinder Body Leica M Mount From JAPAN #2132,279.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
68,,leica screw mount,133122287099,Canon model 7 black Leica Screw Mount Rangefinder #909275,157.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
86,,leica m7 0.85,223577126018,*TOP MINT* Leica M7 0.85 Black 35mm Rangefinder From JAPAN #284,2650.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
0,,leica ltm l39,283556581090,Canon 35mm F2.8 L Lens for Leica LTM L39 Screw Mount From JAPAN,118.0,USD,JP,3323,Lenses,FixedPrice,Used,
24,,leica apo extender,223577118865,[Excellent+++] Leitz Leica Apo Extender R 2x For Leica R From Japan #7672,410.0,USD,JP,30059,"Lens Adapters, Mounts & Tubes",StoreInventory,Used,
29,,leica [as-is] from,362703475590,Voigtlander 25mm View Finder for Viewfinder / Leica [As-Is] from JP #453421,55.0,USD,JP,167930,Viewfinders & Eyecups,FixedPrice,Used,
49,,leica screw mount,273893862644,[MINT] Canon 50mm f/1.4 L39 Leica Screw Mount LTM Lens Camera Filter Japan 631,329.9,USD,JP,3323,Lenses,StoreInventory,Used,
53,,leica minilux black,254209789327,【MINT+++】 Leica Minilux Black 35mm Film Camera Summarit 40mm F2.4 From JAPAN 637,1299.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
65,,leica screw mount,202717043847,"""TOP MINT in BOX""Voigtlander APO Lanthar 90mm f/3.5 MC Leica Screw Mount #2651",495.0,USD,JP,3323,Lenses,StoreInventory,Used,
90,,leica r from,372684199206,Rare [NEAR MINT] Leitz Wetzlar Summicron R 50mm F2 1-cam For Leica R From JAPAN,389.99,USD,JP,3323,Lenses,FixedPrice,Used,
97,,leica iiif red,163786631185,"""N MINT"" Leica IIIf Red Dial Self Timer Camera w/ Elmar 50mm Lens From JAPAN 394",999.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
1,,leica r3 electronic,254304586497,【EXC+6】 LEICA R3 ELECTRONIC 35mm SLR FILM CAMERA BODY ONLY FROM JAPAN #1756,189.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
7,,leica elmar-c 90mm,233232916462,Leica Elmar-C 90mm F/4 Lens from Japan,423.84,USD,JP,3323,Lenses,FixedPrice,Used,
11,,leica sf 20,254263599998,**Near Mint** LEICA SF 20 Shoe Mount Flash from Japan,124.8,USD,JP,48515,Flashes,StoreInventory,Used,
14,,leica m mount,113817150888,【N.MINT】 MINOLTA M Rokkor 40mm F/2 Lens For CL CLE Leica M Mount From JAPAN,389.9,USD,JP,3323,Lenses,StoreInventory,Used,
16,,leica screw mount,223527217075,Minolta C.E. ROKKOR 50mm f/2.8 Leica Screw Mount LTM L39 Enlarging Lens 13024,53.09,USD,JP,3323,Lenses,StoreInventory,Used,
20,,leica mount 3,323778741241,Genuine Canon case for Canon lens 100mm F/3.5 leica mount 3,5.99,USD,JP,107894,"Cases, Bags & Covers",FixedPrice,Used,
29,,leica leitz minolta,163779068277,【MINT】 Leica Leitz Minolta CL w/ M Rokkor 40mm f/2 Rangefinder From JAPAN #753,749.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
37,,leica leitz wetzlar,283534147808,"""EXC"" Leica Leitz Wetzlar Lens Hood 12509 For 28/2.8 35/2 35/2.8 from Japan #43",35.5,USD,JP,78999,Lens Hoods,StoreInventory,Used,
44,,leica summicron-m 50mm,202722796136,"""Excellent++ in Box"" Leica Summicron-M 50mm F/2 Black for M6 M7 MP etc  #2765",1695.0,USD,JP,3323,Lenses,StoreInventory,Used,
48,,leica screw mount,264396597724,Canon 50mm F2.8 Leica Screw Mount LTM M39  SN35737,37.8,USD,JP,3323,Lenses,StoreInventory,Used,
49,,leica screw l39,202711534405,AS IS Canon 50mm f1.8 Chrome Leica Screw L39 LTM Mount,60.0,USD,JP,3323,Lenses,StoreInventory,Used,
52,,leica leitz tele-elmarit-m,153539300583,【MINT】 LEICA Leitz TELE-ELMARIT-M 90mm F/2.8 MF Lens M Mount from Japan 625,636.49,USD,JP,3323,Lenses,StoreInventory,Used,
54,,leica iiib body,401784531756,0943# ** Rareitem ** Leica IIIb BODY,160.0,USD,JP,15230,Film Cameras,FixedPrice,Used,
60,,leica screw mount,254302363867,[Excellent+++]Canon Model L1 Leica Screw Mount Rangefinder camera F/S from japan,100.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
63,,leica screw mount,333124244057,【As-Is】Canon L2 Rangefinder 35mm Film Camera Body Leica Screw Mount from JAPAN,77.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
70,,leica screw mount,273885084972,CANON 35mm F2 Leica Screw Mount LTM L39 Manual Focus Lens From JAPAN #451768,250.0,USD,JP,3323,Lenses,FixedPrice,Used,
74,,leica screw mount,273779217509,CANON Front Lens Cap for 50mm F1.8/F2.8 LTM Leica screw mount From JAPAN,12.99,USD,JP,79001,Lens Caps,StoreInventory,Used,
78,,leica screw mount,153434189086,【NEAR MINT】 Canon 50mm f/1.4 Manual MF Lens L39 Leica Screw Mount LTM Japan 1392,299.99,USD,JP,3323,Lenses,StoreInventory,Used,
23,,leica meter mr,383061954978,"""Reserved"" Leica Meter MR CHROME For M2 M3 M4 M4-2 M4-P from Japan #9d",650.0,USD,JP,88668,Light Meters,StoreInventory,Used,
38,,leica screw mount,163728106965,"""MINT+"" Canon 50mm f/1.4 L39 Leica Screw Mount LTM Camera Lens From Japan 401",299.8,USD,JP,3323,Lenses,StoreInventory,Used,
41,,leica meter mr,283550796750,▣ EXC+5 ▣ Leica Meter MR CHROME For M2 M3 M4 M4-2 M4-P from Japan #38,139.99,USD,JP,88668,Light Meters,FixedPrice,Used,
44,,leica cl w/,264373422997,【TOP MINT】 Leica CL w/ Leitz Summicron C 40mm f2 Hood Rangefinder JAPAN #990,1199.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
47,,leica [excellent] from,362703465358,Voigtlander 25mm View Finder for Viewfinder / Leica [Excellent] from JP #465204,94.0,USD,JP,167930,Viewfinders & Eyecups,FixedPrice,Used,
51,,leica minilux 35mm,372710913716,[Mint] Leica minilux 35mm Summarit 40mm f/2.4 + Leather Case from JAPAN 0479,849.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
67,,leica black leather,133115237189,*N Mint* Genuine Leica Black Leather Lens Case 8 x 7.75 cm From Japan #2303,49.0,USD,JP,107894,"Cases, Bags & Covers",StoreInventory,Used,
73,,leica screw mount,133000466460,Ext+ Canon 35mm F/2.8 Leica Screw Mount LTM L39 w/Viewfinder from Japan #81,179.0,USD,JP,3323,Lenses,StoreInventory,Used,
79,,[mint]leica m4-p 35mm,293141294793,[MINT]Leica M4-P 35mm Rangefinder Film Camera In Black #4186,1590.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
88,,leica summicron-m 90mm,163731330756,Leica Summicron-M 90mm F/2 E55 Lens for Leica M #22183 C1,1250.0,USD,JP,3323,Lenses,FixedPrice,Used,
90,,leica meter mr,123836730929,【EXC+5】 Leica Meter MR Chrome For M2 M3 M4 M4-2 M4-P From JAPAN #s139,169.9,USD,JP,88668,Light Meters,StoreInventory,Used,
91,,leica r5 35mm,133093168500,*Near Mint-* LEICA R5 35mm SLR Film Camera Body only From Japan #2275,199.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
0,,leica m mount,372717816348,Full Overhauled!! [Mint] Minolta CLE Rangefinder Leica M Mount from JAPAN 0485,699.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
4,,leica screw l39,173846135950,[Near Mint w/ Hood] Canon L 100mm f/3.5 Leica Screw L39 LTM Mount Lens JPN #706,159.99,USD,JP,3323,Lenses,StoreInventory,Used,
28,,leica leitz elmar,163776902438,【EXC+3】 Leica Leitz Elmar 5cm 50mm f/2.8 For M Mount Rangefinder From JAPAN #917,399.9,USD,JP,3323,Lenses,StoreInventory,Used,
29,,leica m mount,192961841663,Mint Minolta M Rokkor 90mm f/4 For CL CLE Leica M Mount From Japan,209.0,USD,JP,3323,Lenses,StoreInventory,Used,
33,,leica meter mr,264400563483,【NEAR MINT】 Leica Meter MR MR4 Black For M2 M3 M4 M4-2 M4-P From JAPAN #0715,199.9,USD,JP,88668,Light Meters,StoreInventory,Used,
44,,leica ltm 39,293143251303,"Canon 50mm F/1.8  Leica LTM 39 chrome Lens, Exc++ From Japan#9356",147.0,USD,JP,3323,Lenses,FixedPrice,Used,
53,,【unused boxed】 lecia,283550970543,【Unused Boxed】 Lecia Minilux 35mm Film Camera 40mm f/2.4 from Japan-#1381,1099.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
54,,leica minilux 35mm,283543533654,【Excellent+++】 Leica Minilux 35mm Point & Shoot Film Camera From Japan #514,649.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
56,,leica barnack iiif,333241660828,Leica Barnack IIIf Red Dial with Self Rangefinder Camera Body from Japan,363.41,USD,JP,15230,Film Cameras,FixedPrice,Used,
58,,leica m6 classic,323858920350,"""RARE"" LEITZ WETZLAR Leica M6 Classic 35mm Rangefinder Film Camera Body #190529b",1776.05,USD,JP,15230,Film Cameras,StoreInventory,Used,
62,,leica screw mount,323852435504,[ Exc +5 ] Canon model 7 Leica Screw Mount Rangefinder Film camera body JAPAN,129.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
63,,leica m #4156,293132092276,[EXCELLENT]Lecia Camera Strap for Leica M  #4156,99.0,USD,JP,64343,Straps & Hand Grips,StoreInventory,Used,
66,,leica m6 ttl,183879300421,【MINT+++ IN BOX】 Leica M6 TTL 0.85 35mm Film Camera Black From JAPAN,2799.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
68,,leica m6 0.72,392337270710,【TOP MINT IN BOX!!!】 Leica M6 0.72 Rangefinder Film Camera Body From Japan #45,2299.99,USD,JP,15230,Film Cameras,FixedPrice,Used,
70,,leica tele elmarit,163646298342,Leica Tele Elmarit M 90mm f/2.8 Camera Lens USED,530.0,USD,JP,3323,Lenses,FixedPrice,Used,
72,,leica m3 model,143320055140,Sharan Leica M3 MODEL Miniature MINOX Camera  #E05228,109.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
76,,leica m6 ttl,273930833634,Rare! Leica M6 TTL 0.72 Black 35mm Film Rangefinder w/ Box From Japan F/S #2735,2578.23,USD,JP,15230,Film Cameras,FixedPrice,Used,
89,,leica leitz summicron,273927250293,Leica Leitz Summicron M 2/50 DR Dual Range 50 50mm F2 1957 Germany w/ Goggles,1400.0,USD,JP,3323,Lenses,StoreInventory,Used,
93,,leica m ***exc-***,254172095641,680 Minolta M ROKKOR 90mm f4 for Leica M ***EXC-*** with R Hood,174.4,USD,JP,3323,Lenses,StoreInventory,Used,
99,,leica m6 0.72,133109944334,Leica M6 0.72 35mm Rangefinder Film Camera In Black #22272 D1,1780.0,USD,JP,15230,Film Cameras,FixedPrice,Used,
2,,leica screw mount,133116889157,"""AS-IS"" Canon Model 7 Leica Screw Mount 35mm Rangefinder body From Japan",55.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
14,,leica from japan,333253560166,【Mint】Voigtlander Color-Skopar 21mm F4 MC Lens for Leica from Japan 458817,319.98,USD,JP,3323,Lenses,StoreInventory,Used,
18,,leica screw l39,143316738969,Canon 100mm f/3.5 Leica Screw L39 LTM Mount Lens From Japan Excellent ++,146.0,USD,JP,3323,Lenses,StoreInventory,Used,
21,,leica genuine leather,163725192001,"""NMint"" Leica Genuine Leather Camera Case M Ever Ready For M6 From Japan 118",85.9,USD,JP,107894,"Cases, Bags & Covers",StoreInventory,Used,
27,,leica summicron m,153440897172,[TOP MINT] Leica Summicron M 50mm f/2 E39 4th BLACK Germany from Japan #623,1699.99,USD,JP,3323,Lenses,StoreInventory,Used,
39,,leica screw mount,264308037555,[EXCELLENT] Nicca Type-5 type-V Rangefinder Leica screw mount (1535),179.99,USD,JP,15230,Film Cameras,FixedPrice,Used,
40,,leica iiic 35mm,192973113340,"【Appearance EXC+++!!】 ""AS-IS"" Leica IIIc 35mm Rangefinder Film Camera Body Japan",189.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
51,,leica rangefinder fokos,233246924001,Leica Rangefinder FOKOS from Japan,245.17,USD,JP,167930,Viewfinders & Eyecups,FixedPrice,Used,
62,,leica ernst leitz,153423620595,Exc+++ Leica Ernst Leitz GmbH Weltzlar Summicron f=5cm 1:2 Leica M Japan (2371),848.0,USD,JP,3323,Lenses,StoreInventory,Used,
66,,leica m6 black,173933955811,[TOP MINT] Leica M6 Black 0.72 Non TTL 35mm Rangefinder Camera from JAPAN A161N,2199.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
68,,leica pistol scnoo,382959516184,*RARE* Leica Pistol SCNOO Chrome for Leica IIIc Rapidwinder from JAPAN #015864,917.0,USD,JP,29970,Motor Drives & Winders,StoreInventory,Used,
70,,leica screw 50mm,143290604030,Canon  Metal Hood for  Leica screw 50mm f1.2,77.0,USD,JP,78999,Lens Hoods,StoreInventory,Used,
83,,leica m6 ttl,202730912873,"Leica M6 TTL 0.72 JAPAN Model 35mm Rangefinder Camera ""Excellent in Box"" #2695",2395.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
95,,leica screw ltm,293151264720,"""Exc-"" Chiyoko Minolta Super Rokkor C 5cm 50mm f/2 Leica Screw LTM Vintage Lens",229.0,USD,JP,3323,Lenses,StoreInventory,Used,
96,,leica m mount,233174658608,[NEAR MINT w/ Hood] Minolta M-Rokkor 40mm f/2 Leica M mount CL CLE Japan #090,429.99,USD,JP,3323,Lenses,StoreInventory,Used,
98,,leica l39 from,233286461425,【Exc++】Voigtlander Color-Skopar 50mm F2.5 BLACK for Leica L39 from Japan 463051,394.98,USD,JP,3323,Lenses,StoreInventory,Used,
2,,leica m minolta,113821780499,【MINT】Minolta M-Rokkor 90mm f/4 For Leica M Minolta CL CLE from Japan #949,199.99,USD,JP,3323,Lenses,StoreInventory,Used,
6,,leica screw mount,264386650372,Canon 50mm F1.4 Leica Screw Mount LTM M39  SN20908,165.8,USD,JP,3323,Lenses,StoreInventory,Used,
10,,【mint+】leica camera sholder,323840879333,【MINT+】Leica Camera Sholder Bag Black From JAPAN,45.0,USD,JP,107894,"Cases, Bags & Covers",StoreInventory,Used,
11,,leica screw mount,303205103714,"Canon 50mm F/1.8 Leica Screw Mount LTM 39 Lens. ""MINT"" From Japan#3412",179.0,USD,JP,3323,Lenses,FixedPrice,Used,
17,,leica screw mount,264257259059,CANON LENS 50mm F1.5 Leica Screw Mount LTM L39 from Japan #227,269.91,USD,JP,3323,Lenses,StoreInventory,Used,
23,,leica m m5,293058355479,[ TOP MINT ] Minolta CLE Rangefinder Film Camera Body Leica M M5 M6 From JAPAN,659.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
26,,leica m mount,183820290358,【N MINT】 Minolta M Rokkor 40mm f/2 Lens for CL CLE Leica M Mount From JAPAN,469.99,USD,JP,3323,Lenses,StoreInventory,Used,
37,,leica m #17995f5,163610053654,Minolta M-Rokkor 90mm F/4 Lens for Leica M #17995F5,230.0,USD,JP,3323,Lenses,StoreInventory,Used,
38,,leica l-mount from,173844594742,[MINT] Genuine Canon S-50 Metal Lens Hood for 50mm f1.4 Leica L-Mount from JAPAN,29.99,USD,JP,78999,Lens Hoods,StoreInventory,Used,
44,,leica lh-6 japan,273769425258,[TOP MINT] Voigtlander Nokton Classic 40mm f/1.4 MC MF VM Leica LH-6 Japan 430,369.9,USD,JP,3323,Lenses,StoreInventory,Used,
45,,leica elmar m,254282187557,【 EXC+++++ 】 Leitz Leica Elmar M 50mm 5cm f/3.5 E39 Chrome Lens from JAPAN #761,278.0,USD,JP,3323,Lenses,StoreInventory,Used,
49,,leica l from,293100152398,"""Near Mint"" Voigtlander Color-Skopar 50mm F/2.5 Lens for Leica L From Japan C466",396.0,USD,JP,3323,Lenses,StoreInventory,Used,
53,,leica screw mount,183870829677,**EXC++++** Canon 35mm f/1.8 Leica Screw Mount LTM L39 MF Lens from JAPAN #364,319.9,USD,JP,3323,Lenses,StoreInventory,Used,
73,,leica 14405 hand,293017368775,【Mint】 LEICA 14405 Hand Grip M Handle Black M2 M3 M4 M5 M6 From Japan #358,109.9,USD,JP,64343,Straps & Hand Grips,StoreInventory,Used,
88,,leica meter mr,233289026577,[Excellent++++] Leica Meter MR Chrome For M2 M3 M4 M4-2 M4-P From JAPAN # 528,129.9,USD,JP,88668,Light Meters,StoreInventory,Used,
90,,【excellent+++++】leica m4 35mm,323762783035,【Excellent+++++】Leica M4 35mm Rangefinder Film Camera Body SNR:1233585,1299.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
11,,leica m w/cap,273930834344,Near mint Carl Zeiss Planar 50mm f2 T* ZM For Leica M w/Cap From Japan F/S #1553,592.01,USD,JP,3323,Lenses,FixedPrice,Used,
14,,leica brilliant viewfinder,323743460387,Leica Brilliant Viewfinder 12021 for 35mm lenses from Japan,399.0,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,
17,,leica screw mount,143331379060,*As is* CANON 50mm f/1.8 Leica Screw Mount L39 LTM for Canon 7 model Japan 715,50.0,USD,JP,3323,Lenses,StoreInventory,Used,
32,,leica screw mount,293130123700,Canon 50mm F/1.4 Lens Leica Screw Mount LTM L39 from Japan 62790 Exc+++,249.0,USD,JP,3323,Lenses,FixedPrice,Used,
33,,leica lens case,323782021570,Genuine Leica Lens Case Vertical horizontal height 8x8x13 cm 13607,43.35,USD,JP,107894,"Cases, Bags & Covers",FixedPrice,Used,
35,,leica m6 ttl,192974717649,"Leica M6 TTL 0.72 35mm Rangefinder Camera in Black ""Excellent in Box"" #2666",2295.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
39,,leica r5 body,401756788485,0839# ** As-Is ** Leica R5 Body,80.0,USD,JP,15230,Film Cameras,FixedPrice,Used,
44,,asahi kogaku takumar,133067429827,Asahi Kogaku Takumar 58mm f2.4 f/2.4 for asahi flex #72699,67.0,USD,JP,3323,Lenses,StoreInventory,Used,
45,,asahi kogaku takumar,133085924366,Asahi Kogaku Takumar 50mm f3.5  f/3.5 for asahi flex #47186,67.0,USD,JP,3323,Lenses,StoreInventory,Used,
47,,leica diopter correction,233247034137,Leica Diopter Correction Lens M +1.0 14351,93.5,USD,JP,167930,Viewfinders & Eyecups,FixedPrice,Used,
53,,leica 3f iiif,143292682703,Sharan Leica 3f IIIf MODEL Miniature MINOX Camera BLACK SWEDISH ARMY #D01381,149.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
56,,leica screw ltm39,293023757528,Nippon kogaku Nikkor S.C SC 5cm 50mm F1.4 w/Filter Lens Leica Screw LTM39 Exc++3,766.7,USD,JP,3323,Lenses,StoreInventory,Used,
57,,leica meter mr,223556212225,[Near Mint] Leica Meter MR MR4 Black for M2 M3 M4 M4-2 M4-P From Japan #044,199.99,USD,JP,88668,Light Meters,FixedPrice,Used,
60,,leica screw mount,303223183195,Chiyoko Minolta Super Rokkor C 5cm 50mm f/2 Leica Screw Mount LTM L39 Lens Exc,289.0,USD,JP,3323,Lenses,StoreInventory,Used,
64,,[mint]leica m6 0.72,293148572739,[MINT]Leica M6 0.72 35mm Rangefinder Film Camera In Black #4196,1820.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
65,,leica m4-p 35mm,192974780884,"Leica M4-P 35mm Rangefinder Film Camera  in Black ""Excellent"" #2671",1265.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
69,,【exc+++++】leica r6.2 black,323800379350,【Exc+++++】Leica R6.2 Black 35mm Film Camera Body From JAPAN E-0293,699.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
