,Unnamed: 0,JP_shortTitle,shortTitle,itemId,title,viewItemURL,currentPrice,currency,country,primaryCategory.categoryId,primaryCategory.categoryName,listingType,condition,Lenses,Film Cameras,Viewfinders & Eyecups,Digital Cameras,Flashes,Lens Hoods,Lens Caps,Battery Grips,"Lens Adapters, Mounts & Tubes","Cases, Bags & Covers"
249,51,,nikon f90x af,3.9241E+11,[EX+5] Nikon F90X & AF Nikkor 35-105mm f3.5-4.5D with Hood Flash etc from JP,https://www.ebay.com/itm/EX-5-Nikon-F90X-AF-Nikkor-35-105mm-f3-5-4-5D-Hood-Flash-etc-JP-/392410109221,144.99,USD,JP,15230,Film Cameras,FixedPrice,Used,0.188317506,0.247254694,0.05019305,0.063636364,0.087719298,0.164102564,0.13559322,0.054421769,0.085714286,0.101851852
250,54,,nikon af nikkor,2.33328E+11,[Near Mint] NIKON AF Nikkor 180mm f/2.8 (IF) New ED Prime Lens from JAPAN,https://www.ebay.com/itm/Near-Mint-NIKON-AF-Nikkor-180mm-f-2-8-IF-New-ED-Prime-Lens-JAPAN-/233327969695,418.3,USD,JP,3323,Lenses,StoreInventory,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
251,56,,nikon dx af,2.02751E+11,"""Mint"" Nikon DX AF Fisheye Nikkor 10.5mm f/2.8 G ED AF Lens From Japan",https://www.ebay.com/itm/Mint-Nikon-DX-AF-Fisheye-Nikkor-10-5mm-f-2-8-G-ED-AF-Lens-Japan-/202751473766,349.9,USD,JP,3323,Lenses,StoreInventory,Used,0.113778893,0.101664896,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
252,60,,nikon nikkor afs,1.13886E+11,Nikon Nikkor AF-S 18-55mm f/3.5-5.6 G VR DX Lens [Very good] from Japan #487834A,https://www.ebay.com/itm/Nikon-Nikkor-AF-S-18-55mm-f-3-5-5-6-G-VR-DX-Lens-Very-good-Japan-487834A-/113885852980,49,USD,JP,3323,Lenses,FixedPrice,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
253,63,,nikon lens ed,2.73965E+11,NIKON LENS ED AF Nikkor 70-300mm 1:4-5.6 D Japan Import USED,https://www.ebay.com/itm/NIKON-LENS-ED-AF-Nikkor-70-300mm-1-4-5-6-D-Japan-Import-USED-/273964772089,39.8,USD,JP,3323,Lenses,StoreInventory,Used,0.113778893,0.101664896,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
254,66,,excellentnikon nikkor af,3.33285E+11,【Excellent++++】Nikon NIKKOR AF 35mm F2 Lens from Japan 470775,https://www.ebay.com/itm/Excellent-Nikon-NIKKOR-AF-35mm-F2-Lens-Japan-470775-/333284556680,194.98,USD,JP,3323,Lenses,StoreInventory,Used,0.188317506,0.247254694,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
255,67,,nikon nikkorh auto,3.23907E+11,Nikon NIKKOR-H Auto 50mm F2 Non-Ai Lens SN743216,https://www.ebay.com/itm/Nikon-NIKKOR-H-Auto-50mm-F2-Non-Ai-Lens-SN743216-/323907133098,27.8,USD,JP,3323,Lenses,StoreInventory,Used,0.133130263,0.112646121,-1.23E-16,0.022727273,5.55E-17,0.158974359,0.084745763,2.65E-16,-7.63E-17,0.037037037
256,80,,nikon af nikkor,1.53643E+11,、ENEAR MINT++ 】Nikon AF Nikkor 20mm f/2.8 Wide Angle Lens from Japan #363915,https://www.ebay.com/itm/NEAR-MINT-Nikon-AF-Nikkor-20mm-f-2-8-Wide-Angle-Lens-Japan-363915-/153642892747,229.99,USD,JP,3323,Lenses,StoreInventory,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
257,13,,top mintnikon d700,3.23882E+11,【TOP MINT】NIKON D700 12.1MP 9585 Low Shutter Count in BOX From JAPAN,https://www.ebay.com/itm/TOP-MINT-NIKON-D700-12-1MP-9585-Low-Shutter-Count-BOX-JAPAN-/323882458694,569.99,USD,JP,31388,Digital Cameras,StoreInventory,Used,-1.14E-16,0.006730429,-1.23E-16,3.12E-17,0.011695906,3.47E-18,-1.77E-16,0.020408163,0.028571429,0.018518519
258,17,,nikon ais nikkor,1.83949E+11,[ Near Mint+5 ] Nikon Ai-S Nikkor 105mm F/1.8 AIS Telephoto Lens from Japan,https://www.ebay.com/itm/Near-Mint-5-Nikon-Ai-S-Nikkor-105mm-F-1-8-AIS-Telephoto-Lens-Japan-/183948531951,419.9,USD,JP,3323,Lenses,StoreInventory,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.164102564,0.13559322,0.054421769,0.085714286,0.101851852
259,18,,nikon ais zoom,3.52787E+11,Exc+++++  Nikon Ai-S Zoom Nikkor 80-200mm f/4 Manual focus Lens from Japan #47,https://www.ebay.com/itm/Exc-Nikon-Ai-S-Zoom-Nikkor-80-200mm-f-4-Manual-focus-Lens-Japan-47-/352786832577,39,USD,JP,3323,Lenses,StoreInventory,Used,0.215731948,0.210768686,0.092664093,0.095454545,0.099415205,0.174358974,0.13559322,0.074829932,0.114285714,0.138888889
260,22,,nikon flash gun,2.5434E+11,Nikon Flash Gun Coupler AS-1 Adapter For F F2 SLR Camera w box Japan #a0231,https://www.ebay.com/itm/Nikon-Flash-Gun-Coupler-AS-1-Adapter-F-F2-SLR-Camera-w-box-Japan-a0231-/254340045103,13.99,USD,JP,69573,Flash Adapters,StoreInventory,Used,0.008779789,0.015940489,-1.23E-16,0.040909091,0.011695906,3.47E-18,-1.77E-16,0.020408163,0.028571429,0.009259259
261,29,,nmintnikon f3 hp,1.33153E+11,【N.Mint】Nikon F3 HP Higheye Point 35mm Film Camera + case from JAPAN #ji155,https://www.ebay.com/itm/N-Mint-Nikon-F3-HP-Higheye-Point-35mm-Film-Camera-case-JAPAN-ji155-/133152718973,289.99,USD,JP,15230,Film Cameras,StoreInventory,Used,0.188317506,0.247254694,0.057915058,0.063636364,0.099415205,0.153846154,0.13559322,0.054421769,0.085714286,0.203703704
262,30,,nikon f photomic,2.54349E+11,Nikon F Photomic FTN Finder SN677504,https://www.ebay.com/itm/Nikon-F-Photomic-FTN-Finder-SN677504-/254348712152,45.8,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,-1.14E-16,-9.37E-17,-1.23E-16,3.12E-17,5.55E-17,3.47E-18,-1.77E-16,2.65E-16,-7.63E-17,6.94E-17
263,31,,nikon ais nikkor,3.5279E+11,Excellent+++++ Nikon Ai-s Nikkor 50mm F/1.4 MF Standard Lens for F From Japan,https://www.ebay.com/itm/Excellent-Nikon-Ai-s-Nikkor-50mm-F-1-4-MF-Standard-Lens-F-Japan-/352789797577,139,USD,JP,3323,Lenses,StoreInventory,Used,0.153019172,0.112646121,0.088803089,0.022727273,0.035087719,0.215384615,0.096045198,0.095238095,0.047619048,0.101851852
264,39,,nikon prostaff 3,3.9229E+11,[Near Mint++] Nikon PROSTAFF 3 Fieldscope Straight 16-48x 60mm Tripod From Jp362,https://www.ebay.com/itm/Near-Mint-Nikon-PROSTAFF-3-Fieldscope-Straight-16-48x-60mm-Tripod-Jp362-/392289841950,249.8,USD,JP,31715,Spotting Scopes,StoreInventory,Used,0.113778893,0.101664896,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
265,41,,nikon nikomat ftn,2.5434E+11,Nikon Nikomat FTN Black w/Nikkor‐S.C Auto 50mm f/1.4 non Ai from Japan EXCELLENT,https://www.ebay.com/itm/Nikon-Nikomat-FTN-Black-w-Nikkor-S-C-Auto-50mm-f-1-4-non-Ai-Japan-EXCELLENT-/254339517783,123.33,USD,JP,15230,Film Cameras,StoreInventory,Used,0.216448665,0.190223167,0.05019305,0.086363636,0.081871345,0.205128205,0.13559322,0.06122449,0.085714286,0.101851852
266,73,,n mintnikon af,3.62737E+11,[N MINT]Nikon AF NIKKOR 28-105mm f/3.5-4.5 D Macro Zoom Lens from JAPAN 486277,https://www.ebay.com/itm/N-MINT-Nikon-AF-NIKKOR-28-105mm-f-3-5-4-5-D-Macro-Zoom-Lens-JAPAN-486277-/362737404193,79,USD,JP,3323,Lenses,FixedPrice,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.164102564,0.13559322,0.054421769,0.085714286,0.101851852
267,74,,nikon mb21 battery,2.33342E+11,【EXC、ENikon MB-21 Battery Grip For Nikon F4 F4s from Japan #181,https://www.ebay.com/itm/EXC-Nikon-MB-21-Battery-Grip-Nikon-F4-F4s-Japan-181-/233341579149,49.99,USD,JP,64354,Other Flashes & Flash Accs,StoreInventory,Used,0.074538613,0.061636557,0.05019305,0.040909091,0.081871345,0.046153846,0.050847458,0.054421769,0.085714286,0.064814815
268,76,,nikon af nikkor,1.33171E+11,【NEAR MINT、ENikon AF Nikkor 80-200mm f/2.8 D ED Zoom Lens w/Hood From Japan 181,https://www.ebay.com/itm/NEAR-MINT-Nikon-AF-Nikkor-80-200mm-f-2-8-D-ED-Zoom-Lens-w-Hood-Japan-181-/133170843068,299.9,USD,JP,3323,Lenses,StoreInventory,Used,0.122558681,0.117605384,-1.23E-16,0.045454545,5.55E-17,0.107692308,0.084745763,0.006802721,-7.63E-17,0.037037037
269,79,,nikon f4 35mm,2.64459E+11,Nikon F4 35mm SLR Film Camera Body Only SN2542526 **Excellent+**,https://www.ebay.com/itm/Nikon-F4-35mm-SLR-Film-Camera-Body-Only-SN2542526-Excellent-/264458836325,69.8,USD,JP,15230,Film Cameras,StoreInventory,Used,0.113778893,0.185618137,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
270,81,,nikon ai nikkor,1.73842E+11,[Near Mint!] Nikon Ai Nikkor 28mm f/2.8 Wide Angle MF Lens From Japan   #304,https://www.ebay.com/itm/Near-Mint-Nikon-Ai-Nikkor-28mm-f-2-8-Wide-Angle-MF-Lens-Japan-304-/173842261161,118,USD,JP,3323,Lenses,FixedPrice,Used,0.141193335,0.149132129,0.042471042,0.054545455,0.01754386,0.128205128,0.084745763,0.020408163,0.028571429,0.074074074
271,85,,nikon cfd80 semisoft,2.23476E+11,Nikon CF-D80 Semi-Soft Case for D80 from japan #192,https://www.ebay.com/itm/Nikon-CF-D80-Semi-Soft-Case-D80-japan-192-/223475853716,20.99,USD,JP,107894,"Cases, Bags & Covers",StoreInventory,Used,0.178283462,0.129649309,0.189189189,0.1,0.192982456,0.148717949,0.118644068,0.204081633,0.219047619,0.203703704
272,97,,near mintnikon nikkor,1.73973E+11,【Near Mint】Nikon NIKKOR AI 28mm f/3.5 MF Manual Focus Prime Lens from JAPAN  #43,https://www.ebay.com/itm/Near-Mint-Nikon-NIKKOR-AI-28mm-f-3-5-MF-Manual-Focus-Prime-Lens-JAPAN-43-/173972747535,48.99,USD,JP,3323,Lenses,FixedPrice,Used,0.215731948,0.210768686,0.092664093,0.095454545,0.099415205,0.174358974,0.13559322,0.074829932,0.114285714,0.138888889
273,0,,nikon nikkor af,3.62717E+11,Nikon NIKKOR AF 28-80mm f3.5-5.6 D ZOOM Lens from JAPAN 486266,https://www.ebay.com/itm/Nikon-NIKKOR-AF-28-80mm-f3-5-5-6-D-ZOOM-Lens-JAPAN-486266-/362717023134,22,USD,JP,3323,Lenses,FixedPrice,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
274,7,,nikon zoomnikkor af,3.33287E+11,Nikon Zoom-NIKKOR AF 80-200mm f/2.8 D ED Lens from Japan << Excellent >> 6858,https://www.ebay.com/itm/Nikon-Zoom-NIKKOR-AF-80-200mm-f-2-8-D-ED-Lens-Japan-Excellent-6858-/333286907971,399,USD,JP,3323,Lenses,StoreInventory,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
275,10,,nikon 35 ti,1.83955E+11,、ETOP MINT 、ENikon 35 Ti Point & Shoot Film Camera 35mm w/ Case From Japan #1529,https://www.ebay.com/itm/TOP-MINT-Nikon-35-Ti-Point-Shoot-Film-Camera-35mm-w-Case-Japan-1529-/183955096303,699.9,USD,JP,15230,Film Cameras,StoreInventory,Used,0.113778893,0.185618137,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
276,12,,nikon em 35mm,3.33322E+11,Near Mint Nikon EM 35mm SLR camera AI-S NIKKOR 50mm f/1.8 Pancake Lens Japan,https://www.ebay.com/itm/Near-Mint-Nikon-EM-35mm-SLR-camera-AI-S-NIKKOR-50mm-f-1-8-Pancake-Lens-Japan-/333322041713,149,USD,JP,15230,Film Cameras,FixedPrice,Used,0.133130263,0.287991498,-1.23E-16,0.118181818,5.55E-17,0.158974359,0.084745763,2.65E-16,-7.63E-17,0.101851852
277,14,,nikon af zoom,1.23901E+11,*Excellent* Nikon AF Zoom Nikkor 80-200mm f/2.8 ED Lens from Japan #3358,https://www.ebay.com/itm/Excellent-Nikon-AF-Zoom-Nikkor-80-200mm-f-2-8-ED-Lens-Japan-3358-/123901074240,179,USD,JP,3323,Lenses,StoreInventory,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
278,22,,nikon nikonos v,2.23654E+11,Nikon Nikonos V Olive Underwater Camera / 35mm f2.5 & 20mm f3.5 Lens from Japan,https://www.ebay.com/itm/Nikon-Nikonos-V-Olive-Underwater-Camera-35mm-f2-5-20mm-f3-5-Lens-Japan-/223653995147,269,USD,JP,15230,Film Cameras,FixedPrice,Used,0.188317506,0.247254694,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
279,30,,nikon afs nikkor,2.02686E+11,"""Mint+++"" NIkon AF-S Nikkor 18-55mm F/3.5-5.6 G VR DX Zoom Lens From Japan #1949",https://www.ebay.com/itm/Mint-NIkon-AF-S-Nikkor-18-55mm-F-3-5-5-6-G-VR-DX-Zoom-Lens-Japan-1949-/202686162349,89.99,USD,JP,3323,Lenses,StoreInventory,Used,0.113778893,0.101664896,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
280,34,,nikon nikkors auto,2.23658E+11,Nikon NIKKOR-S Auto 50mm F1.4 Non-Ai Lens SN775213,https://www.ebay.com/itm/Nikon-NIKKOR-S-Auto-50mm-F1-4-Non-Ai-Lens-SN775213-/223658148213,29.8,USD,JP,3323,Lenses,StoreInventory,Used,0.133130263,0.112646121,-1.23E-16,0.022727273,5.55E-17,0.158974359,0.084745763,2.65E-16,-7.63E-17,0.037037037
281,38,,nikon l35 af,1.53634E+11,"【EXC+++++, OPTICS MINT、ENikon L35 AF 35mm Used Compact AF Film Camera Japan 1586",https://www.ebay.com/itm/EXC-OPTICS-MINT-Nikon-L35-AF-35mm-Used-Compact-AF-Film-Camera-Japan-1586-/153634061606,159.99,USD,JP,15230,Film Cameras,StoreInventory,Used,0.113778893,0.185618137,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
282,41,,nikon lens excellent,2.23661E+11,SIGMA AF 105mm F/2.8 EX MACRO for Nikon Lens EXCELLENT++ JAPAN/3570,https://www.ebay.com/itm/SIGMA-AF-105mm-F-2-8-EX-MACRO-Nikon-Lens-EXCELLENT-JAPAN-3570-/223661289559,98,USD,JP,3323,Lenses,FixedPrice,Used,0.133667801,0.101664896,0.088803089,0.022727273,0.035087719,0.174358974,0.096045198,0.095238095,0.047619048,0.101851852
283,46,,nikon ai micro,1.74021E+11,"""Excellent"" Nikon Ai Micro Nikkor 105mm f/ 4 MF Lens JAPAN #191080",https://www.ebay.com/itm/Excellent-Nikon-Ai-Micro-Nikkor-105mm-f-4-MF-Lens-JAPAN-191080-/174020982918,69.99,USD,JP,3323,Lenses,StoreInventory,Used,0.113778893,0.101664896,-1.23E-16,0.022727273,5.55E-17,0.117948718,0.084745763,2.65E-16,-7.63E-17,0.037037037
284,55,,nikon f mount,1.33169E+11,Tokina AT-X PRO 28-70mm f/2.8 AF Zoom Lens SN5618836 For Nikon F Mount *As-Is*,https://www.ebay.com/itm/Tokina-AT-X-PRO-28-70mm-f-2-8-AF-Zoom-Lens-SN5618836-Nikon-F-Mount-As-Is-/133169101041,64.8,USD,JP,3323,Lenses,StoreInventory,Used,0.113778893,0.101664896,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
285,65,,near mintnikon f,3.92426E+11,【NEAR MINT】Nikon F Eye Level 35mm SLR Film Camera body Only from Japan,https://www.ebay.com/itm/NEAR-MINT-Nikon-F-Eye-Level-35mm-SLR-Film-Camera-body-Only-Japan-/392425966666,154.9,USD,JP,15230,Film Cameras,StoreInventory,Used,0.188317506,0.301452356,0.05019305,0.131818182,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
286,67,,nikon br3 macro,1.8395E+11,[Mint] Nikon BR-3 Macro Adapter Ring for Bellows Focusing Attachment from Japan,https://www.ebay.com/itm/Mint-Nikon-BR-3-Macro-Adapter-Ring-Bellows-Focusing-Attachment-Japan-/183950066830,9.98,USD,JP,30059,"Lens Adapters, Mounts & Tubes",StoreInventory,Used,0.094427522,0.061636557,0.138996139,0.040909091,0.116959064,0.102564103,0.062146893,0.149659864,0.133333333,0.12962963
287,68,,nikon f2 photomic,3.33281E+11,、EMINT 】Nikon F2 Photomic Black 35mm film Camera DP-1 finder From Japan #1669,https://www.ebay.com/itm/MINT-Nikon-F2-Photomic-Black-35mm-film-Camera-DP-1-finder-Japan-1669-/333280822850,299.99,USD,JP,15230,Film Cameras,StoreInventory,Used,0.113778893,0.269571378,0.104247104,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
288,70,,nikon elnikkor 50mm,4.01811E+11,[Near MINT] Nikon EL-NIKKOR 50mm f/2.8 Enlarging Lens w/Case from JAPAN,https://www.ebay.com/itm/Near-MINT-Nikon-EL-NIKKOR-50mm-f-2-8-Enlarging-Lens-w-Case-JAPAN-/401811399582,74.99,USD,JP,29986,Enlarging Lenses,FixedPrice,Used,0.216448665,0.190223167,0.05019305,0.086363636,0.081871345,0.205128205,0.13559322,0.06122449,0.085714286,0.101851852
289,71,,nikon f2 photomic,1.63854E+11,【Exc+++ 796xxxx、ENikon F2 Photomic DP-1 SLR 35mm Film Camera Black Body Japan,https://www.ebay.com/itm/Exc-796xxxx-Nikon-F2-Photomic-DP-1-SLR-35mm-Film-Camera-Black-Body-Japan-/163854451729,199.99,USD,JP,15230,Film Cameras,StoreInventory,Used,0.113778893,0.185618137,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
290,72,,nikon elnikkor 63mm,1.43352E+11,、EMint / Open Box 、ENikon EL-Nikkor 63mm f/2.8 N w/ Box Case manual from Japan,https://www.ebay.com/itm/Mint-Open-Box-Nikon-EL-Nikkor-63mm-f-2-8-N-w-Box-Case-manual-Japan-/143352400323,178.99,USD,JP,3323,Lenses,FixedPrice,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
291,80,,nikon d80 102mp,3.92389E+11,Nikon D80 10.2MP Digital SLR Camera Body Black w/Battery From Japan,https://www.ebay.com/itm/Nikon-D80-10-2MP-Digital-SLR-Camera-Body-Black-w-Battery-Japan-/392388608974,81,USD,JP,31388,Digital Cameras,StoreInventory,Used,0.008779789,0.015940489,-1.23E-16,0.022727273,5.55E-17,3.47E-18,-1.77E-16,0.006802721,-7.63E-17,6.94E-17
292,82,,nikon f 35mm,3.23896E+11,**Problem** Nikon F 35mm SLR Film Camera Body Only SN6959554,https://www.ebay.com/itm/Problem-Nikon-F-35mm-SLR-Film-Camera-Body-Only-SN6959554-/323895643609,27.8,USD,JP,15230,Film Cameras,StoreInventory,Used,0.113778893,0.185618137,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
293,83,,nikon ai nikkor,3.83136E+11,[Mint in Box] Nikon Ai Nikkor 135mm f/2.8 AI MF Telephoto Lens w/ Filter JAPAN,https://www.ebay.com/itm/Mint-Box-Nikon-Ai-Nikkor-135mm-f-2-8-AI-MF-Telephoto-Lens-w-Filter-JAPAN-/383135975339,219.99,USD,JP,3323,Lenses,StoreInventory,Used,0.113778893,0.108395324,-1.23E-16,0.022727273,0.011695906,0.107692308,0.084745763,0.020408163,0.028571429,0.055555556
294,84,,nikon ar1 ar1,1.53637E+11,【Near Mint、ENikon AR-1 AR1 Soft Shutter Release for F F2 FE FM etc From JAPAN,https://www.ebay.com/itm/Near-Mint-Nikon-AR-1-AR1-Soft-Shutter-Release-F-F2-FE-FM-etc-JAPAN-/153637346382,29.99,USD,JP,64345,Remotes & Shutter Releases,FixedPrice,Used,0.019888909,-9.37E-17,0.088803089,3.12E-17,0.035087719,0.056410256,0.011299435,0.095238095,0.047619048,0.064814815
295,91,,nikon afs nikkor,2.73941E+11,Excellent++ Nikon AF-S NIKKOR 28-70mm F/2.8 ED D W/Hood From Japan!! 109129,https://www.ebay.com/itm/Excellent-Nikon-AF-S-NIKKOR-28-70mm-F-2-8-ED-D-W-Hood-Japan-109129-/273940558661,499.99,USD,JP,3323,Lenses,StoreInventory,Used,0.113778893,0.101664896,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
296,95,,nikon f5 back,4.01874E+11,【N.MINT、ENIKON F5 Back Door Cover  from Japan #590,https://www.ebay.com/itm/N-MINT-NIKON-F5-Back-Door-Cover-Japan-590-/401873992106,49.99,USD,JP,29973,Film Backs & Holders,StoreInventory,Used,0.101953055,0.10910379,0.092664093,0.072727273,0.099415205,0.066666667,0.050847458,0.074829932,0.114285714,0.101851852
297,9,,nikon lens hood,1.13766E+11,【MINT、EGenuine Nikon Lens Hood Snap-On Type HS-9 for 50mm f1.4 From Japan,https://www.ebay.com/itm/MINT-Genuine-Nikon-Lens-Hood-Snap-On-Type-HS-9-50mm-f1-4-Japan-/113765875295,19.99,USD,JP,78999,Lens Hoods,StoreInventory,Used,0.153019172,0.112646121,0.088803089,0.022727273,0.035087719,0.215384615,0.096045198,0.095238095,0.047619048,0.101851852
298,18,,nikon af 28105mm,1.13875E+11,FREE SHIP Nikon AF 28-105mm f/3.5-4.5D Auto-focus  with Caps & Lens Hood,https://www.ebay.com/itm/FREE-SHIP-Nikon-AF-28-105mm-f-3-5-4-5D-Auto-focus-Caps-Lens-Hood-/113874542485,109,USD,JP,3323,Lenses,StoreInventory,Used,0.141193335,0.149132129,0.042471042,0.054545455,0.023391813,0.138461538,0.084745763,0.020408163,0.028571429,0.074074074
299,19,,nikon speedlight sb16b,1.43364E+11,"Nikon Speedlight SB-16B Shoe Mount Flash SN6228799 w/AS-9, Case SS-16",https://www.ebay.com/itm/Nikon-Speedlight-SB-16B-Shoe-Mount-Flash-SN6228799-w-AS-9-Case-SS-16-/143363731213,29.8,USD,JP,48515,Flashes,StoreInventory,Used,0.008779789,0.015940489,-1.23E-16,0.022727273,5.55E-17,3.47E-18,-1.77E-16,0.006802721,-7.63E-17,6.94E-17
300,32,,near mintnikon fe2,1.74006E+11,[NEAR MINT]Nikon FE2 Black SLR 35mm Film Camera From Japan,https://www.ebay.com/itm/NEAR-MINT-Nikon-FE2-Black-SLR-35mm-Film-Camera-Japan-/174006302476,269.99,USD,JP,15230,Film Cameras,StoreInventory,Used,0.113778893,0.185618137,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
301,34,,nikon back door,2.54351E+11,Nikon Back Door for Nikon F3  SN073 **Near Mint**,https://www.ebay.com/itm/Nikon-Back-Door-Nikon-F3-SN073-Near-Mint-/254351496573,45,USD,JP,29973,Film Backs & Holders,StoreInventory,Used,0.047303351,0.047467233,0.131274131,0.031818182,0.052631579,0.076923077,0.011299435,0.115646259,0.076190476,0.101851852
302,38,,nikon af micro,2.23446E+11,"Nikon AF MICRO NIKKOR 60mm F/2.8 with Case,Filter 1292",https://www.ebay.com/itm/Nikon-AF-MICRO-NIKKOR-60mm-F-2-8-Case-Filter-1292-/223445993777,138,USD,JP,3323,Lenses,StoreInventory,Used,0.113778893,0.101664896,-1.23E-16,0.022727273,0.005847953,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
303,40,,nikon fa 35mm,2.54355E+11,Nikon FA 35mm SLR Film Camera Body Only  SN5393230,https://www.ebay.com/itm/Nikon-FA-35mm-SLR-Film-Camera-Body-Only-SN5393230-/254355176084,107.8,USD,JP,15230,Film Cameras,StoreInventory,Used,0.141193335,0.23308537,0.042471042,0.054545455,0.01754386,0.128205128,0.084745763,0.020408163,0.028571429,0.074074074
304,41,,nikon nikkorw 210mm,1.83936E+11,[A- Mint] Nikon NIKKOR-W 210mm f/5.6 Large Format Lens w/COPAL 1 From JAPAN 5803,https://www.ebay.com/itm/A-Mint-Nikon-NIKKOR-W-210mm-f-5-6-Large-Format-Lens-w-COPAL-1-JAPAN-5803-/183935828108,328,USD,JP,3323,Lenses,FixedPrice,Used,0.122558681,0.117605384,-1.23E-16,0.063636364,5.55E-17,0.107692308,0.084745763,0.006802721,-7.63E-17,0.037037037
305,49,,nikon fe2 35mm,1.23904E+11,【EXC+++、ENikon FE2 35mm SLR Film Camera Silver Body Only from JAPAN #G40B,https://www.ebay.com/itm/EXC-Nikon-FE2-35mm-SLR-Film-Camera-Silver-Body-Only-JAPAN-G40B-/123904369694,159.99,USD,JP,15230,Film Cameras,StoreInventory,Used,0.188317506,0.247254694,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
306,50,,nikon ais ais,1.23856E+11,【EXC+++++、ENikon Ais Ai-s Nikkor 35mm f/ 2 Wide Angle MF Lens #H51,https://www.ebay.com/itm/EXC-Nikon-Ais-Ai-s-Nikkor-35mm-f-2-Wide-Angle-MF-Lens-H51-/123856343583,199.99,USD,JP,3323,Lenses,StoreInventory,Used,0.113778893,0.185618137,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.064814815
307,63,,excellentnikon ais nikkor,1.53555E+11,【Excellent+++】Nikon Ai-S Nikkor 28mm f/2.8 MF Wide Angle Lens from Japan *15706,https://www.ebay.com/itm/Excellent-Nikon-Ai-S-Nikkor-28mm-f-2-8-MF-Wide-Angle-Lens-Japan-15706-/153554748646,159.99,USD,JP,3323,Lenses,StoreInventory,Used,0.188317506,0.163301452,0.05019305,0.063636364,0.081871345,0.153846154,0.13559322,0.054421769,0.085714286,0.101851852
308,77,,nikon nikkor 20mm,3.33329E+11,Excellent+++++ Nikon NIKKOR 20mm f/2.8 D Wide Angle Lens,https://www.ebay.com/itm/Excellent-Nikon-NIKKOR-20mm-f-2-8-D-Wide-Angle-Lens-/333329493234,169,USD,JP,3323,Lenses,FixedPrice,Used,0.113778893,0.101664896,-1.23E-16,0.022727273,5.55E-17,0.107692308,0.084745763,2.65E-16,-7.63E-17,0.037037037
