,Unnamed: 0,JP_shortTitle,shortTitle,itemId,title,viewItemURL,currentPrice,currency,country,primaryCategory.categoryId,primaryCategory.categoryName,listingType,condition,model,TotalCounts,Target
38,45,,Nikon AF NIKKOR 24120 mm F3556 D IF Zoom Lens Exc 90214A,153633413206,Nikon AF NIKKOR 24-120mm F3.5-5.6 D IF Zoom Lens [Exc+++] #90214A,https://www.ebay.com/itm/Nikon-AF-NIKKOR-24-120mm-F3-5-5-6-D-IF-Zoom-Lens-Exc-90214A-/153633413206,100.0,USD,JP,3323,Lenses,FixedPrice,Used,Nikon AF NIKKOR,7913.0,21
39,79,,NEAR MINT Nikon AF Nikkor 35135 mm f3545 AF Zoom Lens Japan 904,143380842783,*NEAR MINT* Nikon AF Nikkor 35-135mm f/3.5-4.5 AF Zoom Lens from Japan 904,https://www.ebay.com/itm/NEAR-MINT-Nikon-AF-Nikkor-35-135mm-f-3-5-4-5-AF-Zoom-Lens-Japan-904-/143380842783,48.8,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF Nikkor,7912.0,21
40,95,,Nikon AF NIKKOR 85 mm F18 D Original Box EB1051,283620525161,Nikon AF NIKKOR 85mm F1.8 D With Original Box #EB1051,https://www.ebay.com/itm/Nikon-AF-NIKKOR-85mm-F1-8-D-Original-Box-EB1051-/283620525161,269.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF NIKKOR,7912.0,21
41,80,,Excellent Nikon Micro NIKKOR 55mmF35 Ai Lens WFilter Japan 60,173850221891,"""Excellent++!!"" Nikon Micro NIKKOR 55mmF/3.5 Ai Lens W/Filter from Japan #60",https://www.ebay.com/itm/Excellent-Nikon-Micro-NIKKOR-55mmF-3-5-Ai-Lens-W-Filter-Japan-60-/173850221891,75.0,USD,JP,3323,Lenses,StoreInventory,Used,Ai Lens,5140.0,21
42,70,,Nikon Ai Micro Nikkor 105 mm 4 MF Lens JAPAN 191080,174020982918,"""Excellent"" Nikon Ai Micro Nikkor 105mm f/ 4 MF Lens JAPAN #191080",https://www.ebay.com/itm/Excellent-Nikon-Ai-Micro-Nikkor-105mm-f-4-MF-Lens-JAPAN-191080-/174020982918,69.99,USD,JP,3323,Lenses,StoreInventory,Used,Ai,5140.0,21
43,75,,Nikon NIKKOR 85 mm f18 Ai Manual Focus Lens Japan E176,153641337972,Nikon NIKKOR 85mm f/1.8 Ai Converted Manual Focus Lens from Japan (E176),https://www.ebay.com/itm/Nikon-NIKKOR-85mm-f-1-8-Ai-Converted-Manual-Focus-Lens-Japan-E176-/153641337972,185.0,USD,JP,3323,Lenses,StoreInventory,Used,Ai,5140.0,21
44,2,,Nikon Ai NIKKOR 28 mm f28 Lens MF 128 Japan,233331107414,[Excellent+++++!] Nikon Ai NIKKOR  28mm f/2.8 Lens MF 1:2.8 Made in Japan,https://www.ebay.com/itm/Excellent-Nikon-Ai-NIKKOR-28mm-f-2-8-Lens-MF-1-2-8-Made-Japan-/233331107414,115.7,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai,5084.0,21
45,69,,Excellent Nikon NIKKOR AF 2880 mm f3356 G JAPAN,401881490587,【Excellent+++++】 Nikon NIKKOR AF 28-80mm f/3.3-5.6 G From JAPAN,https://www.ebay.com/itm/Excellent-Nikon-NIKKOR-AF-28-80mm-f-3-3-5-6-G-JAPAN-/401881490587,35.83,USD,JP,3323,Lenses,StoreInventory,Used,G AF,4698.0,21
46,76,,NIKON NIKKOR Ai 50 mm F14 MF Lens Japan Exc 9163A,153647487411,NIKON NIKKOR Ai 50mm F1.4 MF Lens from Japan [Exc++] #9163A,https://www.ebay.com/itm/NIKON-NIKKOR-Ai-50mm-F1-4-MF-Lens-Japan-Exc-9163A-/153647487411,95.0,USD,JP,3323,Lenses,FixedPrice,Used,NIKON NIKKOR Ai,4259.0,21
47,98,,MINTNikon Ai Nikkor 35 mm F28 MF Manual Focus Prime Lens JAPAN,183938158212,…【MINT】Nikon Ai Nikkor 35mm F/2.8 MF Manual Focus Wide Prime Lens From JAPAN,https://www.ebay.com/itm/MINT-Nikon-Ai-Nikkor-35mm-F-2-8-MF-Manual-Focus-Wide-Prime-Lens-JAPAN-/183938158212,89.99,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Nikkor Ai,4258.0,21
48,37,,Near MintNikon NIKKOR Ai 135 mm F35 MF Lens Japan,223672156703,【Near Mint】Nikon NIKKOR Ai 135mm F3.5 MF Lens from Japan,https://www.ebay.com/itm/Near-Mint-Nikon-NIKKOR-Ai-135mm-F3-5-MF-Lens-Japan-/223672156703,110.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Nikkor Ai,4258.0,21
49,55,,shipping Nikon Ai Nikkor 85 mm F2 MF Lens Japan 250066,312772399321,[Excellent+] [free shipping] Nikon Ai Nikkor 85mm F2 MF Lens from Japan 250066,https://www.ebay.com/itm/Excellent-free-shipping-Nikon-Ai-Nikkor-85mm-F2-MF-Lens-Japan-250066-/312772399321,149.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon nikkor Ai,4258.0,21
50,0,,EXC Nikon Ai Nikkor 28 mm MF Wide Angle Lens w Cap Japan 1046,401885733042,"""EXC+++"" Nikon Ai Nikkor 28mm f/3.5 MF Wide Angle Lens w/ Cap From Japan #1046",https://www.ebay.com/itm/EXC-Nikon-Ai-Nikkor-28mm-f-3-5-MF-Wide-Angle-Lens-w-Cap-Japan-1046-/401885733042,57.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Nikkor Ai,4258.0,21
51,81,,Nikon AFS 50 mm f18 G Lens Japan,193108703703,Excellent+++ Nikon AF-S NIKKOR 50mm f/1.8 G Lens from Japan,https://www.ebay.com/itm/Excellent-Nikon-AF-S-NIKKOR-50mm-f-1-8-G-Lens-Japan-/193108703703,120.0,USD,JP,3323,Lenses,StoreInventory,Used,AF-S NIKKOR,4241.0,21
52,58,,MINT NIKON Ai 50 mm 114 Lens JAPAN 190291413726,173845301157,"""Near MINT"" NIKON Ai nikkor 50mm 1:1.4 Lens From JAPAN #190291-413726",https://www.ebay.com/itm/Near-MINT-NIKON-Ai-nikkor-50mm-1-1-4-Lens-JAPAN-190291-413726-/173845301157,119.99,USD,JP,3323,Lenses,StoreInventory,Used,NIKKOR Ai,4241.0,21
53,96,,Excellent Nikon Zoom NIKKOR 80200 mm F45 Ai Lens WFilter Japan BU,174013714162,"""Excellent+"" Nikon Zoom NIKKOR 80-200mm F/4.5 Ai Lens W/Filter from Japan #BU",https://www.ebay.com/itm/Excellent-Nikon-Zoom-NIKKOR-80-200mm-F-4-5-Ai-Lens-W-Filter-Japan-BU-/174013714162,63.0,USD,JP,3323,Lenses,StoreInventory,Used,Ai Nikkor,4241.0,21
54,81,,Nikon Ai Zoom Nikkor 2845 mm f45 MF lens wGenuine cap Excellent Japan,264268413670,Nikon Ai Zoom Nikkor 28-45mm f/4.5 MF lens w/Genuine cap Excellent+ from Japan,https://www.ebay.com/itm/Nikon-Ai-Zoom-Nikkor-28-45mm-f-4-5-MF-lens-w-Genuine-cap-Excellent-Japan-/264268413670,94.99,USD,JP,3323,Lenses,StoreInventory,Used,Ai Nikkor,4240.0,21
55,49,,EXC Nikon AI Nikkor 85 mm F2 Manual Lens wCap Filter Japan 272,254187823872,[EXC] Nikon AI Nikkor 85mm F/2 Manual Lens w/Cap Filter from Japan #272,https://www.ebay.com/itm/EXC-Nikon-AI-Nikkor-85mm-F-2-Manual-Lens-w-Cap-Filter-Japan-272-/254187823872,149.99,USD,JP,3323,Lenses,StoreInventory,Used,AI Nikkor,4240.0,21
56,53,,EXCNikon Nikkor Ai 85 mm f2 AI Manual Focus Lens Japan T1245,143383625766,【EXC+++++】Nikon Nikkor Ai 85mm f/2 AI Manual Focus Lens From Japan T1245,https://www.ebay.com/itm/EXC-Nikon-Nikkor-Ai-85mm-f-2-AI-Manual-Focus-Lens-Japan-T1245-/143383625766,179.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor Ai,4240.0,21
57,18,,Mint Nikon Nikkor 50 mm f20 Ai lens Japan,303210498417,[Near Mint] Nikon Nikkor 50mm f2.0 Ai lens From Japan,https://www.ebay.com/itm/Near-Mint-Nikon-Nikkor-50mm-f2-0-Ai-lens-Japan-/303210498417,80.0,USD,JP,3323,Lenses,FixedPrice,Used,Nikkor Ai,4240.0,21
58,65,,EXCELLENT Nikon Ai Nikkor 50 mm Ai Standard MF Prime Lens JAPAN,183938273707,【EXCELLENT+++++】 Nikon Ai Nikkor 50mm f/1.4 Ai Standard MF Prime Lens from JAPAN,https://www.ebay.com/itm/EXCELLENT-Nikon-Ai-Nikkor-50mm-f-1-4-Ai-Standard-MF-Prime-Lens-JAPAN-/183938273707,73.99,USD,JP,3323,Lenses,FixedPrice,Used,Nikkor Ai,4240.0,21
59,50,,App N Mint EXC Nikon Ai 50 mm MF Standard Lens Japan 801,401863578879,"""App N Mint EXC+"" Nikon Ai 50mm f/1.4 MF Standard Lens From Japan #801",https://www.ebay.com/itm/App-N-Mint-EXC-Nikon-Ai-50mm-f-1-4-MF-Standard-Lens-Japan-801-/401863578879,79.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AI Nikkor,4225.0,21
60,55,,Mint Nikon Ai NIKKOR 135 mm Manual Focus Lens Japan 2367,133157414817,*Mint* Nikon Ai NIKKOR 135mm f/3.5 Manual Focus Lens from Japan #2367,https://www.ebay.com/itm/Mint-Nikon-Ai-NIKKOR-135mm-f-3-5-Manual-Focus-Lens-Japan-2367-/133157414817,89.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai NIKKOR,4224.0,21
61,47,,Nikon AFS NIKKOR 2870 mm f28 D ED Lens w Box Japan Exc 9134A,153643557669,Nikon AF-S NIKKOR 28-70mm f2.8 D ED Lens w/ Box from Japan [Exc++] #9134A,https://www.ebay.com/itm/Nikon-AF-S-NIKKOR-28-70mm-f2-8-D-ED-Lens-w-Box-Japan-Exc-9134A-/153643557669,499.0,USD,JP,3323,Lenses,FixedPrice,Used,Nikon AF-S NIKKOR,4217.0,21
62,72,,Nikon Nikkor ED 400 mm f56 Ai MF Lens Tested Japan Exc 8251A,153621277672,Nikon Nikkor ED 400mm f5.6 Ai MF Lens Tested from Japan [Exc] #8251A,https://www.ebay.com/itm/Nikon-Nikkor-ED-400mm-f5-6-Ai-MF-Lens-Tested-Japan-Exc-8251A-/153621277672,299.0,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Nikkor ED,4017.0,21
63,11,,App Mint Exc Nikon ED AF Nikkor 80200 mm Lens Japan 928,401885736875,"""App Mint Exc+++"" Nikon ED AF Nikkor 80-200mm f/2.8 Lens From Japan #928",https://www.ebay.com/itm/App-Mint-Exc-Nikon-ED-AF-Nikkor-80-200mm-f-2-8-Lens-Japan-928-/401885736875,219.99,USD,JP,3323,Lenses,StoreInventory,Used,ED AF Nikkor,3604.0,21
64,51,,MINT Nikon AF Nikkor 75300 mm F4556 AF Zoom Lens Japan 31,401888274329,【 MINT 】Nikon AF Nikkor 75-300mm  F/4.5-5.6 AF Zoom Lens From Japan 31,https://www.ebay.com/itm/MINT-Nikon-AF-Nikkor-75-300mm-F-4-5-5-6-AF-Zoom-Lens-Japan-31-/401888274329,79.99,USD,JP,3323,Lenses,StoreInventory,Used,AF D,3381.0,21
65,42,,Excellent Nikon F Eye Level body 35 mm SLR Film Camera,333267997397,Excellent- Nikon F Eye Level body only 35mm SLR Film Camera,https://www.ebay.com/itm/Excellent-Nikon-F-Eye-Level-body-only-35mm-SLR-Film-Camera-/333267997397,150.0,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon F,3251.0,10
