,0,1,2,3,4,5,6,en,en2ja,ja,ja2en,score,score_en,score_ja
10,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,2F041548 beautiful goods LEICA minilux / 40mm f2.4 Leica minilux compact camera with leather case,2F041548美品LEICA minilux / 40mm f2.4ライカミニルックスコンパクトカメラ革ケース付き,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2094273071786083,0.7372133294984397,0.40174929873387616,,,,,,,
11,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Leica D-LUX Typ109 Leica (745-W642),Leica D-LUX Typ109ライカ(745-W642),ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.23910534736894457,0.7429233566981518,0.455156002347197,,,,,,,
12,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Leica Elmer 180mm F4 3 Cam LEITZ WETZLAR ELMAR-R Lens [2818961],ライカエルマー180mm F4 3カムLEITZ WETZLAR ELMAR-Rレンズ[2818961],ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2332257205968652,0.8361166350527773,0.39447962561049305,,,,,,,
13,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,"Leica film parts with original resin case, old and old consignment (^^) v",ライカ用フィルム用の部品オリジナルの樹脂ケース付き、古い古いお品です委託品です(^^)v,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.18281659430910377,0.5000835177060176,0.5169970573810885,,,,,,,
14,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank, Rare MINOLTA Chiyoda Optical SUPER ROKKOR 45mm F2.8 Late Chiyoko Umebachi Rokkor Leica Leica L Mount L39 Minolta, 貴重 MINOLTA千代田光学SUPER ROKKOR 45mm F2.8後期型Chiyoko梅鉢ロッコールライカLeica LマウントL39ミノルタ,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2104535187809422,0.8633660184201416,0.34472774484890006,,,,,,,
15,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,〓 Appearance 〓 Ricoh RICOH GXR MOUNT A12 Leica LEICA M Mount Adapter,〓外観綺麗〓リコーRICOH GXR MOUNT A12ライカLEICA Mマウントアダプター,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2906216411371192,0.8303040830734425,0.4950006567399795,,,,,,,
16,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,849 Sold out without falling off Real goods Canon Canon MODEL 7 Body Silver Rangefinder camera L39 Leica Leica L mount,849 最落なしで売り切り 実用品 Canonキヤノン MODEL 7 ボディ シルバー レンジファインダーカメラ L39 LeicaライカLマウント ,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.3271289945873505,0.8294531154910985,0.5577533583884293,,,,,,,
17,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,"<!DOCTYPE html><html><head><link rel=""shortcut icon"" href=""//ssl.gstatic.com/docs/script/images/favicon.ico""><title>エラー</title><style type=""text/css"">body {background-color: #fff; margin: 0; padding: 0;}.errorMessage {font-family: Arial,sans-serif; font-size: 12pt; font-weight: bold; line-height: 150%; padding-top: 25px;}</style></head><body style=""margin:20px""><div><img alt=""Google Apps Script"" src=""//ssl.gstatic.com/docs/script/images/logo.png""></div><div style=""text-align:center;font-family:monospace;margin:50px auto 0;max-width:600px"">無効な引数: source（行 3、ファイル「コード」、プロジェクト「Translation」）</div></body></html>",【ランクB】ライカLeica M6トップネームブラック元箱付き(#353),ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2631602480327173,0.6182358448229485,0.6019786703760563,,,,,,,
18,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,〓 Rare Lens 〓 Miyazaki Optical SUPER / TRIPLETⅡPERAR 35mm F3.5 MC M Mount,〓希少レンズ〓宮崎光学SUPER・TRIPLETⅡPERAR 35mm F3.5 MC Mマウント,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2268489950358693,0.7862471422339538,0.4080306409495006,,,,,,,
19,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank, Beautiful goods Leitz Leica Elmar 5㎝F3.5 silver L mount rare manual lens beautiful appearance operation confirmed 1909003, 美品 LeitzライカElmar 5㎝F3.5シルバーLマウント希少マニュアルレンズ美しい外観動作確認済1909003,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.23657315601115772,0.8021980952969481,0.4170602843435325,,,,,,,
20,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Prompt operation guarantee Leica Leica Leica TL body 18147 good item with box,即決動作保証ライカLeicaライカTLボディ18147箱付き良品,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.31678293569160326,0.7412554280998744,0.6043783384248855,,,,,,,
21,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank, R mount LEICA VARIO-ELMAR-R 28-70mm F3.5-4.5 E 60, Rマウント ライカLEICA VARIO-ELMAR-R 28-70mm F3.5-4.5 E 60,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.1931020130954529,0.7746731852180763,0.3525196057538255,,,,,,,
22,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,LEICAFLEX SL2 Leica Flex SL2 leather case instruction manual LEICA Leica LEITZ rights SL SL made in Germany,LEICAFLEX SL2ライカフレックスSL2革ケース取扱説明書LEICAライカLEITZライツドイツ製SL SL,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.3032729698501904,0.8091044652153461,0.5300832778733395,,,,,,,
23,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Leica IIc Leica IIc original box leather case spool Leitz Lights Made in Germany,Leica IIcライカⅡc元箱革ケーススプールLeitzライツドイツ製,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2749777700881635,0.7929042913259023,0.49044669837706034,,,,,,,
24,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Leica Nickel Elmar 50mm F3.5 Leica Nickel Elmer Made in Germany Leitz Lights 5 35,Leica Nickel Elmar 50mm F3.5ライカニッケルエルマードイツ製Leitzライツ5 35,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.23054539529475102,0.8251968222941682,0.3951062533930548,,,,,,,
25,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Leica Nickel Summar 5cm F2 Leica Nickelsmar Leitz Lights 50 Made in Germany,Leica Nickel Summar 5cm F2ライカニッケルズマールLeitzライツ50ドイツ製,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.22183559994676005,0.7954984515665265,0.3943727526358913,,,,,,,
26,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,LEICA ELMARIT R 28mm F2.8 Leica El Marito R booklet food cap light LEITZ made in Germany,LEICA ELMARIT R 28mm F2.8ライカエルマリートR冊子フードキャップライツLEITZドイツ製,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.3226435881987033,0.8387253656119472,0.5440242503103647,,,,,,,
27,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Leica Hektor 12.5cm F2.5 Leica Hector Food Cap Leitz Lights Germany Germany VISOFLEX Visoflex 125 25,Leica Hektor 12.5cm F2.5ライカヘクトールフードキャップLeitzライツGermanyドイツVISOFLEXビゾフレックス125 25,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.23757928346227486,0.8291575386519324,0.40521593201394457,,,,,,,
28,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,LEICA TELE ELMAR 135mm F4 Leica Tele Elmer Cap Case LEITZ Lights Made in Germany 13.5 40,LEICA TELE ELMAR 135mm F4ライカテレエルマーキャップケースLEITZライツドイツ製13.5 40,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2997023696426997,0.8384954286566288,0.5054805802616104,,,,,,,
29,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,LEICA SUMMICRON R 50mm F2 Leica Summicron R Hood Ring LEITZ Lights Made in Germany 5 20,LEICA SUMMICRON R 50mm F2ライカズミクロンRフードリングLEITZライツドイツ製5 20,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2949726310667485,0.841675366027014,0.49562374309774243,,,,,,,
30,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,2F041548 beautiful goods LEICA minilux / 40mm f2.4 Leica minilux compact camera with leather case,2F041548美品LEICA minilux / 40mm f2.4ライカミニルックスコンパクトカメラ革ケース付き,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2094273071786083,0.7372133294984397,0.40174929873387616,,,,,,,
31,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Leica D-LUX Typ109 Leica (745-W642),Leica D-LUX Typ109ライカ(745-W642),ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.23910534736894457,0.7429233566981518,0.455156002347197,,,,,,,
32,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Leica Elmer 180mm F4 3 Cam LEITZ WETZLAR ELMAR-R Lens [2818961],ライカエルマー180mm F4 3カムLEITZ WETZLAR ELMAR-Rレンズ[2818961],ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2332257205968652,0.8361166350527773,0.39447962561049305,,,,,,,
33,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,"Leica film parts with original resin case, old and old consignment (^^) v",ライカ用フィルム用の部品オリジナルの樹脂ケース付き、古い古いお品です委託品です(^^)v,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.18281659430910377,0.5000835177060176,0.5169970573810885,,,,,,,
34,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank, Rare MINOLTA Chiyoda Optical SUPER ROKKOR 45mm F2.8 Late Chiyoko Umebachi Rokkor Leica Leica L Mount L39 Minolta, 貴重 MINOLTA千代田光学SUPER ROKKOR 45mm F2.8後期型Chiyoko梅鉢ロッコールライカLeica LマウントL39ミノルタ,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2104535187809422,0.8633660184201416,0.34472774484890006,,,,,,,
35,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,〓 Appearance 〓 Ricoh RICOH GXR MOUNT A12 Leica LEICA M Mount Adapter,〓外観綺麗〓リコーRICOH GXR MOUNT A12ライカLEICA Mマウントアダプター,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2906216411371192,0.8303040830734425,0.4950006567399795,,,,,,,
36,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,849 Sold out without falling off Real goods Canon Canon MODEL 7 Body Silver Rangefinder camera L39 Leica Leica L mount,849 最落なしで売り切り 実用品 Canonキヤノン MODEL 7 ボディ シルバー レンジファインダーカメラ L39 LeicaライカLマウント ,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.3271289945873505,0.8294531154910985,0.5577533583884293,,,,,,,
37,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,"<!DOCTYPE html><html><head><link rel=""shortcut icon"" href=""//ssl.gstatic.com/docs/script/images/favicon.ico""><title>エラー</title><style type=""text/css"">body {background-color: #fff; margin: 0; padding: 0;}.errorMessage {font-family: Arial,sans-serif; font-size: 12pt; font-weight: bold; line-height: 150%; padding-top: 25px;}</style></head><body style=""margin:20px""><div><img alt=""Google Apps Script"" src=""//ssl.gstatic.com/docs/script/images/logo.png""></div><div style=""text-align:center;font-family:monospace;margin:50px auto 0;max-width:600px"">無効な引数: source（行 3、ファイル「コード」、プロジェクト「Translation」）</div></body></html>",【ランクB】ライカLeica M6トップネームブラック元箱付き(#353),ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2631602480327173,0.6182358448229485,0.6019786703760563,,,,,,,
38,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,〓 Rare Lens 〓 Miyazaki Optical SUPER / TRIPLETⅡPERAR 35mm F3.5 MC M Mount,〓希少レンズ〓宮崎光学SUPER・TRIPLETⅡPERAR 35mm F3.5 MC Mマウント,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2268489950358693,0.7862471422339538,0.4080306409495006,,,,,,,
39,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank, Beautiful goods Leitz Leica Elmar 5㎝F3.5 silver L mount rare manual lens beautiful appearance operation confirmed 1909003, 美品 LeitzライカElmar 5㎝F3.5シルバーLマウント希少マニュアルレンズ美しい外観動作確認済1909003,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.23657315601115772,0.8021980952969481,0.4170602843435325,,,,,,,
40,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Voigtlander Bessa R3A late model Vogtlender Bessa Leica Leica M mount AE range finder,Voigtlander Bessa R3A後期型フォクトレンダーベッサLeicaライカMマウントAE機レンジファインダー,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.20629785158514605,0.8059201231967161,0.36200761242058316,,,,,,,
41,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,"Leica E, LEITZ WETZLAR parts parts unknown equipment peripheral device camera 214","ライカE,LEITZ WETZLARパーツ部品用途不明器具周辺機器カメラ214",ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.20959731192772296,0.7312028319007061,0.40538048846805025,,,,,,,
42,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,"<!DOCTYPE html><html><head><link rel=""shortcut icon"" href=""//ssl.gstatic.com/docs/script/images/favicon.ico""><title>エラー</title><style type=""text/css"">body {background-color: #fff; margin: 0; padding: 0;}.errorMessage {font-family: Arial,sans-serif; font-size: 12pt; font-weight: bold; line-height: 150%; padding-top: 25px;}</style></head><body style=""margin:20px""><div><img alt=""Google Apps Script"" src=""//ssl.gstatic.com/docs/script/images/logo.png""></div><div style=""text-align:center;font-family:monospace;margin:50px auto 0;max-width:600px"">無効な引数: source（行 3、ファイル「コード」、プロジェクト「Translation」）</div></body></html>", 超極上美品 LEICA X2シルバーElmarit 24mm 2.8ライカ シリアル一致元箱完動品 主要付属品付#151,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2862572077232332,0.6182358448229485,0.6548129308244564,,,,,,,
43,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Leica Leica Visoflex Type III Finder Elmer ELMAR 65mm F3.5,ライカLeicaビゾフレックスIII型ファインダー+エルマーELMAR 65mm F3.5,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.25523054416771074,0.8089745890745788,0.44618273796059377,,,,,,,
44,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank, Precious Bright Single Focal Canon 50mm F1.4 LENS Leica L Mount Screw Mount Canon Lens Canon, 貴重明るい単焦点 Canon 50mm F1.4 LENS Leica Lマウントスクリューマウントキャノンレンズキヤノン,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.1710761375636079,0.8010857867126894,0.30201284051445926,,,,,,,
45,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,"Leica M4 black post-painted, translated junk",ライカM4ブラック後塗り、訳ありジャンク品,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.259207558776141,0.7133863141169989,0.51385180488719,,,,,,,
46,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank, Green club long-sleeved shirt Leica men's popular button down stripe pattern autumn GREEN CLUBS 100 yen start, グリーンクラブ長袖シャツライカ社製メンズ人気ボタンダウンストライプ柄秋物GREEN CLUBS 100円スタート,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.307029334016457,0.7941105476234616,0.5467816156225352,,,,,,,
47,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,"<!DOCTYPE html><html><head><link rel=""shortcut icon"" href=""//ssl.gstatic.com/docs/script/images/favicon.ico""><title>エラー</title><style type=""text/css"">body {background-color: #fff; margin: 0; padding: 0;}.errorMessage {font-family: Arial,sans-serif; font-size: 12pt; font-weight: bold; line-height: 150%; padding-top: 25px;}</style></head><body style=""margin:20px""><div><img alt=""Google Apps Script"" src=""//ssl.gstatic.com/docs/script/images/logo.png""></div><div style=""text-align:center;font-family:monospace;margin:50px auto 0;max-width:600px"">無効な引数: source（行 3、ファイル「コード」、プロジェクト「Translation」）</div></body></html>", 即決 価格交渉あり ニコンNikon Nikkor h c 5cm F2ライカL39マウントレンズ <後キャップ>#2761,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.17037139080510222,0.6182358448229485,0.3897242994474765,,,,,,,
48,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,"<!DOCTYPE html><html><head><link rel=""shortcut icon"" href=""//ssl.gstatic.com/docs/script/images/favicon.ico""><title>エラー</title><style type=""text/css"">body {background-color: #fff; margin: 0; padding: 0;}.errorMessage {font-family: Arial,sans-serif; font-size: 12pt; font-weight: bold; line-height: 150%; padding-top: 25px;}</style></head><body style=""margin:20px""><div><img alt=""Google Apps Script"" src=""//ssl.gstatic.com/docs/script/images/logo.png""></div><div style=""text-align:center;font-family:monospace;margin:50px auto 0;max-width:600px"">無効な引数: source（行 3、ファイル「コード」、プロジェクト「Translation」）</div></body></html>", レア商品 即決 価格交渉あり ニッカNicca Nicca 3-F前期ライカLマウント<ボディキャップ付属>#2760,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.26491258642169324,0.6182358448229485,0.6059871417972927,,,,,,,
49,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Translated Ant Goods Leica Leica IIIF 3F,〓訳アリ品〓 Leicaライカ IIIF 3F & ElmarエルマーL 50mm F3.5セルフタイマー付き!!!,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.26866716148334613,0.7128495976493443,0.5330054822040202,,,,,,,
50,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,"<!DOCTYPE html><html><head><link rel=""shortcut icon"" href=""//ssl.gstatic.com/docs/script/images/favicon.ico""><title>エラー</title><style type=""text/css"">body {background-color: #fff; margin: 0; padding: 0;}.errorMessage {font-family: Arial,sans-serif; font-size: 12pt; font-weight: bold; line-height: 150%; padding-top: 25px;}</style></head><body style=""margin:20px""><div><img alt=""Google Apps Script"" src=""//ssl.gstatic.com/docs/script/images/logo.png""></div><div style=""text-align:center;font-family:monospace;margin:50px auto 0;max-width:600px"">無効な引数: source（行 3、ファイル「コード」、プロジェクト「Translation」）</div></body></html>", 即決 値下げ交渉あり パナソニックpanasonic DMC-FZ7+LUMIX LEICAライカレンズ搭載 12倍ズーム 600万画素 <充電器>#2570,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.20027290512753693,0.6182358448229485,0.45812396835116287,,,,,,,
51,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Beautiful Leica M3 double stroke O.H initial shutter sound quiet individual,美品ライカM3ダブルストロークO.Hしたもの初期のシャッター音静かな個体,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.15053699516558125,0.7538074585845014,0.2824215358678267,,,,,,,
52,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Leica 3f afterpaint black paint,ライカ3f後塗りブラックペイント美品です,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.24842961892146767,0.7337197298957666,0.4788375207299252,,,,,,,
53,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Beauty prompt decision Leica Leica Leica TL titanium [Body] 18112,美品即決ライカLeicaライカTLチタン[ボディ] 18112,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.27612658778116694,0.7044823290555052,0.5543105188961583,,,,,,,
54,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Leica Leica rangefinder camera M3 junk current product pipe ①,Leicaライカ レンジファインダーカメラ M3  ジャンク現状品管①,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.23267229289992764,0.6926895866917925,0.4750299680106649,,,,,,,
55,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Leitz Elmar f = 5cm 1: 3.5 Junk current product pipe ②,Leitz Elmar  f=5cm 1:3.5  ジャンク現状品管②,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.12445208003730501,0.6573718598241794,0.26773555457845744,,,,,,,
56,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,  LEICA Leica CM ZOOM VARIO-ELMAR 35-70mm F3.5-6.5 with box,  LEICAライカCM ZOOM VARIO-ELMAR 35-70mm F3.5-6.5箱付  ,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2520872527325188,0.7973975491270427,0.44708591355214106,,,,,,,
57,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,[Limited Sale! No Fall !! Specialty Collection Specialty] Leica M (Type240),【期間限定セール!最落なし!!  逸品コレクション専門 】Leica M (Type240),ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.23656231865029873,0.6244681608154207,0.5357353030534473,,,,,,,
58,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,"<!DOCTYPE html><html><head><link rel=""shortcut icon"" href=""//ssl.gstatic.com/docs/script/images/favicon.ico""><title>エラー</title><style type=""text/css"">body {background-color: #fff; margin: 0; padding: 0;}.errorMessage {font-family: Arial,sans-serif; font-size: 12pt; font-weight: bold; line-height: 150%; padding-top: 25px;}</style></head><body style=""margin:20px""><div><img alt=""Google Apps Script"" src=""//ssl.gstatic.com/docs/script/images/logo.png""></div><div style=""text-align:center;font-family:monospace;margin:50px auto 0;max-width:600px"">無効な引数: source（行 3、ファイル「コード」、プロジェクト「Translation」）</div></body></html>",Leitz minolta CL本体ライツミノルタライカMマウント#112560,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.13378341911153221,0.6182358448229485,0.30602936939438663,,,,,,,
59,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Not wear Green club Long sleeve polo shirt Logo embroidery Sweat fast drying Golf Men tops popular model Leica 100 yen start,未着用 グリーンクラブ 長袖ポロシャツロゴ刺繍吸汗速乾ゴルフにもメンズトップス人気モデルライカ製 100円スタート,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.32522671314653195,0.8286655894703275,0.5550369587228033,,,,,,,
60,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Leica flex SL black paint exposure meter operation angel new zoom P.ANGENIEUX 45-90mm F2.8 R mount lens Uva filter included,ライカフレックスSLブラックペイント露出計作動アンジェニューズームP.ANGENIEUX 45-90mm F2.8 RマウントレンズUvaフィルター付属,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.3264345823808252,0.7845767981478037,0.588404111261511,,,,,,,
61,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,Leica Leica Leitz enlarger Focomat 1c used darkroom supplies set for comat,ライカLeica Leitz引き伸ばし機Focomat 1c中古暗室用品セットフォコマート,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.2985120306091726,0.7497870247812617,0.5630395675921208,,,,,,,
62,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,"279 Leica Ernst Leitz Wetzlar film case, set of 2",279ライカErnst Leitz Wetzlarフィルムケース2個セット,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.3550996061138422,0.7670030832585102,0.6547388008221123,,,,,,,
63,Leica V-LUX30 Okawara Factory 200 limited Original box extremely refined rank,848 Sold Out Without Falling Leica Leica IIIb Body L Mount L39 Current Product,848 最落なしで売り切り Leicaライカ IIIbボディ Lマウント L39 現状品 ,ライカV-LUX30大河原工場200限定オリジナルボックス極上ランク,0.27257645599014696,0.78897852353314,0.48858278057890286,,,,,,,
